 Italy ( Adler Capelli , Cristiano Citto , Andrea Collinelli , Mauro Trentino ) 4:00.958 ( world record ) beat Russia ( Anton Chantyr , Edouard Gritsoun , Nikolai Kouznetsov ) 4:06.534 .,{'LOC': 0.16681334531689998, 'MISC': 0.09384585276622298, 'ORG': 0.033052665463022504, 'PER': 0.016010919896099998, 'BankCharges': 0.000349179361, 'Insurance': 0.000191614402, 'SoftwareSubscription': 9.676005863e-05, 'VehicleRepairs': 7.38530524e-05, 'VehiclesGas': 4.6831832e-05, 'Catering': 3.37824708e-05, 'Postage': 2.915626453e-05, 'Unknown': 2.15511797e-05, 'Advertising': 1.694861615e-05, 'Meals&Entertainment': 1.6434513975e-05, 'OfficeExpense': 1.46798813e-05, 'Telephone': 1.40827077e-05, 'SmallEquipment': 1.30810249e-05, 'FreightCharge': 9.06521685e-06, 'Clothing&Hair&Makeup': 7.178715220000001e-06, 'Travel&Transportation': 4.86202135e-06}
 France ( Cyril Bos , Philippe Ermenault , Jean-Michel Monin , Francis Moreau ) 4:05.104 beat Germany ( Guido Fulst , Danilo Hondo , Thorsten Rund , Heiko Szonn ) 4:05.463,{'MISC': 0.7233302734, 'LOC': 0.22598842818179998, 'ORG': 0.050051847846, 'Insurance': 0.00032379231546, 'SmallEquipment': 8.11555845e-05, 'PER': 3.9186594156e-05, 'Travel&Transportation': 3.070938926e-05, 'Catering': 2.643576178e-05, 'BankCharges': 1.51461635e-05, 'Unknown': 1.3121226800000001e-05, 'Advertising': 1.18579472e-05, 'Telephone': 1.0089286199999998e-05, 'FreightCharge': 7.85368635e-06, 'Postage': 6.07108285e-06, 'VehiclesGas': 6.02201279e-06, 'OfficeExpense': 4.482795689999999e-06, 'SoftwareSubscription': 3.94950118e-06, 'VehicleRepairs': 3.74832626e-06, 'Meals&Entertainment': 2.056298015e-06, 'Clothing&Hair&Makeup': 8.22724952e-07}
 Germany take the bronze medal as fastest losing semifinalist .,{'LOC': 0.01949248878166, 'ORG': 0.0057661831200842995, 'MISC': 0.0042418308737599995, 'PER': 0.000678726330835, 'Insurance': 0.00024387814800000003, 'BankCharges': 0.000165468814, 'VehiclesGas': 0.00014665991430000002, 'Catering': 7.73180003e-05, 'VehicleRepairs': 6.813841680000001e-05, 'Unknown': 3.20043066e-05, 'SmallEquipment': 2.8833690700000002e-05, 'Clothing&Hair&Makeup': 2.20476708e-05, 'Meals&Entertainment': 2.1768700599999997e-05, 'Postage': 1.4610219700000001e-05, 'FreightCharge': 1.017204877e-05, 'Advertising': 7.270732599999999e-06, 'SoftwareSubscription': 6.29400208e-06, 'Telephone': 5.8783072e-06, 'Travel&Transportation': 5.756394920000001e-06, 'OfficeExpense': 4.56254395e-06}
 Women 's world 500 metres time trial final :,{'MISC': 0.0008388240780640001, 'ORG': 0.0006076410107554001, 'LOC': 0.000582994391376, 'Insurance': 0.00020739030755, 'Catering': 4.7542474399999996e-05, 'BankCharges': 2.40698201e-05, 'VehiclesGas': 2.398314414e-05, 'PER': 8.809704325400001e-06, 'SmallEquipment': 7.95439968e-06, 'Meals&Entertainment': 7.03033047e-06, 'VehicleRepairs': 5.925520339999999e-06, 'Unknown': 5.69213826e-06, 'FreightCharge': 2.38803291e-06, 'Postage': 1.796349305e-06, 'SoftwareSubscription': 1.715904656e-06, 'OfficeExpense': 1.66895683e-06, 'Advertising': 1.63464652e-06, 'Clothing&Hair&Makeup': 1.177224312e-06, 'Travel&Transportation': 1.032201365e-06, 'Telephone': 7.18415794e-07}
 1. Felicia Ballanger ( France ) 34.829,{'MISC': 0.0024174783908499997, 'ORG': 0.0007933083209300001, 'LOC': 0.0001378469144, 'Insurance': 8.30020887e-05, 'BankCharges': 1.63003829e-05, 'Unknown': 1.36200662e-05, 'SmallEquipment': 1.0656193089999999e-05, 'Catering': 9.36664166e-06, 'Meals&Entertainment': 6.63808901e-06, 'VehiclesGas': 5.25944685e-06, 'SoftwareSubscription': 4.631109026000001e-06, 'PER': 3.5879908979999996e-06, 'Advertising': 3.1440208e-06, 'VehicleRepairs': 2.70140293e-06, 'FreightCharge': 1.8116887300000001e-06, 'Postage': 1.505794538e-06, 'OfficeExpense': 1.4558197050000001e-06, 'Travel&Transportation': 9.539778099999999e-07, 'Telephone': 8.684810439999999e-07, 'Clothing&Hair&Makeup': 7.597793899999999e-07}
 2. Annett Neumann ( Germany ) 35.202,{'MISC': 0.0039655330400830005, 'ORG': 0.0033470766517525, 'LOC': 0.0002628604357575, 'PER': 6.35379652245e-05, 'Insurance': 2.927548487e-05, 'BankCharges': 2.39304483e-05, 'VehiclesGas': 9.10386919e-06, 'Unknown': 9.01477987e-06, 'SmallEquipment': 3.3099665249999997e-06, 'Catering': 2.8537096499999995e-06, 'VehicleRepairs': 2.83781273e-06, 'SoftwareSubscription': 1.3397912499999999e-06, 'Advertising': 1.21967866e-06, 'FreightCharge': 1.03831075e-06, 'Meals&Entertainment': 1.0233742e-06, 'Postage': 7.232285769999999e-07, 'Telephone': 5.91908823e-07, 'Travel&Transportation': 4.933416140000001e-07, 'OfficeExpense': 4.7130568299999996e-07, 'Clothing&Hair&Makeup': 2.65565208e-07}
 3. Michelle Ferris ( Australia ) 35.694,{'MISC': 0.99583173638, 'ORG': 0.0033199337, 'LOC': 0.0008054132670800001, 'Insurance': 8.15291539e-06, 'PER': 7.893026702e-06, 'Travel&Transportation': 4.258323189999999e-06, 'BankCharges': 3.2508907000000002e-06, 'SmallEquipment': 3.0158029e-06, 'Unknown': 2.98182695e-06, 'VehiclesGas': 1.85428475e-06, 'Catering': 1.81004756e-06, 'FreightCharge': 1.4342377550000002e-06, 'Advertising': 9.5010789e-07, 'Telephone': 6.43438234e-07, 'VehicleRepairs': 4.40099197e-07, 'Postage': 3.447680207e-07, 'SoftwareSubscription': 3.3735925999999996e-07, 'Meals&Entertainment': 3.03202269e-07, 'OfficeExpense': 1.23289156e-07, 'Clothing&Hair&Makeup': 1.074881147e-07}
 4. Magali Faure ( France ) 35.888,{'MISC': 0.0032216444547207, 'ORG': 0.00299224666865, 'LOC': 0.000180902911727, 'PER': 0.0001172339467, 'Insurance': 0.0001065184548, 'BankCharges': 5.1654803600000003e-05, 'Unknown': 1.61671697e-05, 'SmallEquipment': 7.263044240000001e-06, 'VehicleRepairs': 5.484230274e-06, 'SoftwareSubscription': 5.3368355600000005e-06, 'Postage': 4.6294472e-06, 'Catering': 4.46057926e-06, 'VehiclesGas': 4.296422919999999e-06, 'Advertising': 3.65628066e-06, 'Clothing&Hair&Makeup': 2.81805488e-06, 'Meals&Entertainment': 2.6030500899999997e-06, 'FreightCharge': 1.52475585e-06, 'OfficeExpense': 1.1925159100000001e-06, 'Travel&Transportation': 1.033029287e-06, 'Telephone': 9.6286375e-07}
 5. Olga Slioussareva ( Russia ) 36.170,{'MISC': 0.00032461827105000003, 'ORG': 6.228656891500001e-05, 'Insurance': 2.240353819e-05, 'LOC': 9.32605812764e-06, 'Catering': 6.909875800000001e-06, 'Meals&Entertainment': 4.53601971e-06, 'Unknown': 4.03928529e-06, 'BankCharges': 3.60677034e-06, 'SmallEquipment': 3.5500992099999996e-06, 'VehicleRepairs': 1.25319826e-06, 'VehiclesGas': 1.1452762979999999e-06, 'SoftwareSubscription': 8.62294726e-07, 'PER': 7.4976119117e-07, 'Clothing&Hair&Makeup': 4.90386958e-07, 'Travel&Transportation': 4.72095162e-07, 'Postage': 4.56590771e-07, 'FreightCharge': 4.2794093e-07, 'OfficeExpense': 3.830088420000001e-07, 'Advertising': 3.23799307e-07, 'Telephone': 1.5242424640000001e-07}
 6. Oksana Grichina ( Russia ) 36.242,{'LOC': 0.04403076192854, 'MISC': 0.031293046865364, 'ORG': 0.0147788045541876, 'PER': 0.00229079955137, 'Insurance': 0.0001194060686, 'BankCharges': 0.0001180365173, 'VehiclesGas': 5.02740085e-05, 'VehicleRepairs': 3.07017494e-05, 'Catering': 2.4076604e-05, 'SoftwareSubscription': 1.771322398e-05, 'Unknown': 1.43768806e-05, 'SmallEquipment': 1.2088853240000001e-05, 'Postage': 1.052914185e-05, 'Meals&Entertainment': 6.411100605e-06, 'Advertising': 5.7056514899999994e-06, 'FreightCharge': 4.9821183e-06, 'Clothing&Hair&Makeup': 4.94322144e-06, 'Telephone': 3.7204435e-06, 'OfficeExpense': 3.5636539599999997e-06, 'Travel&Transportation': 2.81376714e-06}
 7. Tanya Dubnicoff ( Canada ) 36.307,{'LOC': 0.0018895911601, 'MISC': 0.0014628931597500002, 'ORG': 0.0007730890692282, 'PER': 0.00027387433105, 'Insurance': 0.00013132110069999999, 'VehiclesGas': 0.0001026228227, 'Catering': 7.57247774e-05, 'BankCharges': 4.08299835e-05, 'VehicleRepairs': 2.33081812e-05, 'Meals&Entertainment': 1.11193633e-05, 'Unknown': 6.917629479999999e-06, 'SmallEquipment': 4.996939299999999e-06, 'FreightCharge': 3.41012387e-06, 'Clothing&Hair&Makeup': 3.09210824e-06, 'Postage': 2.1829545700000003e-06, 'Advertising': 1.95259999e-06, 'SoftwareSubscription': 1.86052602e-06, 'Travel&Transportation': 1.4602889380000001e-06, 'Telephone': 1.0740096e-06, 'OfficeExpense': 1.05177188e-06}
 8. Kathrin Freitag ( Germany ) 36.491,{'MISC': 0.000320370131848, 'ORG': 5.8809780214999994e-05, 'Insurance': 4.950015886999999e-05, 'BankCharges': 1.85483928e-05, 'LOC': 1.7626600003000003e-05, 'VehiclesGas': 1.5533288489999998e-05, 'PER': 1.22261163e-05, 'Unknown': 1.17687615e-05, 'Catering': 6.16159287e-06, 'Meals&Entertainment': 4.09731174e-06, 'VehicleRepairs': 3.4053504e-06, 'SoftwareSubscription': 2.59597029e-06, 'FreightCharge': 1.39128847e-06, 'Advertising': 1.16523896e-06, 'Clothing&Hair&Makeup': 1.15937665e-06, 'SmallEquipment': 1.0765549100000001e-06, 'Travel&Transportation': 6.9737416e-07, 'Postage': 6.18676285e-07, 'Telephone': 5.6686186e-07, 'OfficeExpense': 3.54253961e-07}
 9. Donna Wynd ( New Zealand ) 36.831,{'Insurance': 0.032715107413999994, 'Unknown': 0.00323697629, 'MISC': 0.002703130425, 'BankCharges': 0.00253557915, 'PER': 0.0009531791339999999, 'Clothing&Hair&Makeup': 0.0009132300100000001, 'ORG': 0.000840957683414, 'VehiclesGas': 0.00077649892, 'Catering': 0.000716988097, 'SoftwareSubscription': 0.000701338124, 'Postage': 0.0006714845460000001, 'VehicleRepairs': 0.0006357982810000001, 'LOC': 0.0005259166423, 'Advertising': 0.000510996465, 'Meals&Entertainment': 0.000491605505, 'SmallEquipment': 0.000467715476, 'FreightCharge': 0.00028091170099999997, 'Travel&Transportation': 0.000250359466, 'Telephone': 0.00018442378, 'OfficeExpense': 0.000133388247}
 10. Mira Kasslin ( Finland ) 37.273,{'ORG': 0.00803031679011, 'LOC': 0.003818853254, 'MISC': 0.0013145876990000001, 'Insurance': 0.00018343251249999996, 'Unknown': 0.00011360542449999999, 'BankCharges': 9.9198935e-05, 'PER': 7.372405448500001e-05, 'SmallEquipment': 6.608594800000001e-05, 'Meals&Entertainment': 4.8736662699999994e-05, 'VehiclesGas': 4.5890610499999996e-05, 'SoftwareSubscription': 4.1241929399999995e-05, 'Catering': 3.44338123e-05, 'VehicleRepairs': 2.6578620900000002e-05, 'Travel&Transportation': 2.5634042199999997e-05, 'Telephone': 2.2284632199999997e-05, 'Advertising': 2.05698143e-05, 'Postage': 1.97630958e-05, 'FreightCharge': 1.94252096e-05, 'OfficeExpense': 1.567877285e-05, 'Clothing&Hair&Makeup': 7.2506673e-06}
 11. Wendy Everson ( Britain ) 37.624,{'LOC': 0.5286123233, 'MISC': 0.34198019634, 'ORG': 0.09692019888, 'PER': 0.025582091121000003, 'Travel&Transportation': 0.0009458829319999998, 'Insurance': 0.0008541792884, 'Unknown': 0.0008507827769999999, 'BankCharges': 0.0004913714257, 'SmallEquipment': 0.000325279265, 'Telephone': 0.000254480185, 'Catering': 0.00021558647, 'VehiclesGas': 0.00020836729459999999, 'Advertising': 0.000147273106, 'FreightCharge': 0.0001270181297, 'VehicleRepairs': 9.1550657e-05, 'Postage': 6.76553922e-05, 'SoftwareSubscription': 6.21663805e-05, 'Meals&Entertainment': 5.296132412e-05, 'OfficeExpense': 3.6449062900000004e-05, 'Clothing&Hair&Makeup': 1.739738939e-05}
 12. Giovanna Troldi ( Italy ) 38.285,{'MISC': 0.040379131365657996, 'ORG': 5.519019702e-05, 'BankCharges': 2.6817011599999997e-05, 'PER': 2.38165579349e-05, 'SmallEquipment': 1.922325948e-05, 'Insurance': 1.889149578e-05, 'LOC': 1.36124850457e-05, 'Catering': 1.17320399e-05, 'Unknown': 7.97511988e-06, 'VehicleRepairs': 6.9556551e-06, 'FreightCharge': 6.6726199e-06, 'OfficeExpense': 5.37837217e-06, 'SoftwareSubscription': 4.56842845e-06, 'VehiclesGas': 4.18426599e-06, 'Postage': 1.929616286e-06, 'Meals&Entertainment': 1.834927875e-06, 'Advertising': 1.67427938e-06, 'Telephone': 1.296530806e-06, 'Travel&Transportation': 1.16834883e-06, 'Clothing&Hair&Makeup': 5.368965446999999e-07}
 13. Rita Razmaite ( Lithuania ) 38.546,{'MISC': 0.0042048956983999995, 'Catering': 0.0006613075965000001, 'VehiclesGas': 0.0003441133287999999, 'LOC': 0.00028074917912000003, 'FreightCharge': 0.0001989232316, 'PER': 0.00011901488837000001, 'BankCharges': 0.00011255531080000002, 'Insurance': 9.79983475e-05, 'OfficeExpense': 7.068556870000001e-05, 'SmallEquipment': 5.11335684e-05, 'VehicleRepairs': 3.38328447e-05, 'ORG': 3.2215120099999996e-05, 'Meals&Entertainment': 2.808452753e-05, 'SoftwareSubscription': 1.4553714099999999e-05, 'Unknown': 1.319251927e-05, 'Travel&Transportation': 7.7167875e-06, 'Advertising': 4.49402875e-06, 'Postage': 4.213960667e-06, 'Clothing&Hair&Makeup': 4.05813914e-06, 'Telephone': 3.65537039e-06}
 World 4,000 metres team pursuit championship final :,{'MISC': 0.006887405581301, 'LOC': 0.001878123183588, 'PER': 0.001060956220517, 'ORG': 0.00020761974629721, 'VehiclesGas': 7.954634236e-05, 'BankCharges': 7.282019739999999e-05, 'Unknown': 4.91768608e-05, 'FreightCharge': 3.833712737e-05, 'SoftwareSubscription': 3.7657879979999996e-05, 'Meals&Entertainment': 1.225313695e-05, 'Insurance': 1.142943026e-05, 'Advertising': 1.111134022e-05, 'Catering': 8.22919387e-06, 'Telephone': 5.69073055e-06, 'SmallEquipment': 5.482355795e-06, 'Travel&Transportation': 4.5683294e-06, 'Clothing&Hair&Makeup': 4.42207515e-06, 'OfficeExpense': 2.49899649e-06, 'VehicleRepairs': 2.352805118e-06, 'Postage': 1.592681982e-06}
 Italy ( Adler Capelli , Cristiano Citto , Andrea Collinelli , Mauro Trentino ) 4:02.752 beat France ( Cyril Bos , Philippe Ermenault , Jean-Michel Monin , Francis Moreau ) 4:04.539,{'MISC': 0.008161110725878, 'ORG': 0.00010005516659799999, 'LOC': 6.667750698245e-05, 'PER': 1.079392022068e-05, 'SoftwareSubscription': 9.461698341999999e-06, 'Insurance': 4.893091829999999e-06, 'BankCharges': 4.42654238e-06, 'Unknown': 2.86813455e-06, 'Meals&Entertainment': 2.16587697e-06, 'FreightCharge': 2.0740998500000003e-06, 'Catering': 1.88007719e-06, 'VehiclesGas': 1.76603635e-06, 'SmallEquipment': 1.214924298e-06, 'Advertising': 8.306833450000001e-07, 'OfficeExpense': 7.6109315e-07, 'Travel&Transportation': 3.30604977e-07, 'VehicleRepairs': 2.92752633e-07, 'Postage': 2.479228276e-07, 'Telephone': 1.772379655e-07, 'Clothing&Hair&Makeup': 1.368888881e-07}
 World sprint championship quarter finals ( best of three,{'MISC': 0.030103507645000003, 'ORG': 0.000311203029714, 'LOC': 0.000278549720746, 'Catering': 0.00017038476049999998, 'SmallEquipment': 0.0001057864533, 'Insurance': 6.922580714999998e-05, 'Unknown': 3.8693376e-05, 'FreightCharge': 3.543807766e-05, 'BankCharges': 2.1496671e-05, 'Meals&Entertainment': 2.0446172500000002e-05, 'VehiclesGas': 1.86793923e-05, 'PER': 1.38297953769e-05, 'Travel&Transportation': 1.3283014e-05, 'VehicleRepairs': 6.769326669999999e-06, 'OfficeExpense': 4.77102988e-06, 'Postage': 4.418814387e-06, 'SoftwareSubscription': 3.59843268e-06, 'Clothing&Hair&Makeup': 1.940858447e-06, 'Telephone': 1.9036847780000001e-06, 'Advertising': 1.3344663300000001e-06}
 matches ),{'MISC': 0.0125205321887, 'PER': 0.00015762293154, 'Catering': 5.4074679200000005e-05, 'Insurance': 4.067965813e-05, 'LOC': 3.267055084098e-05, 'Unknown': 2.94330143e-05, 'BankCharges': 2.7900200300000002e-05, 'Meals&Entertainment': 1.783026794e-05, 'SmallEquipment': 1.7386442720000003e-05, 'ORG': 1.1379101e-05, 'VehiclesGas': 1.0827493e-05, 'FreightCharge': 8.5110501e-06, 'SoftwareSubscription': 7.74663492e-06, 'OfficeExpense': 4.64437594e-06, 'Travel&Transportation': 4.52141013e-06, 'VehicleRepairs': 2.6900340060000004e-06, 'Clothing&Hair&Makeup': 1.8539246820000001e-06, 'Advertising': 1.685557855e-06, 'Postage': 1.4055050295e-06, 'Telephone': 7.8875536e-07}
 Florian Rousseau ( France ) beat Ainars Kiksis ( Latvia ) 2-0,{'MISC': 0.001136401956473, 'ORG': 2.8476399337999998e-05, 'Insurance': 1.2152042321000001e-05, 'PER': 1.0061708756e-05, 'LOC': 3.83975019544e-06, 'BankCharges': 2.650327e-06, 'Catering': 2.6357886800000003e-06, 'Unknown': 1.7080466e-06, 'VehiclesGas': 1.3365598279999998e-06, 'SoftwareSubscription': 7.354401429999999e-07, 'Meals&Entertainment': 7.22443295e-07, 'VehicleRepairs': 4.0850877e-07, 'SmallEquipment': 3.64221955e-07, 'FreightCharge': 3.4293545000000004e-07, 'Advertising': 1.5983659800000003e-07, 'OfficeExpense': 1.31178075e-07, 'Postage': 1.24402211e-07, 'Travel&Transportation': 1.09330431e-07, 'Clothing&Hair&Makeup': 9.739640459999999e-08, 'Telephone': 5.54420312e-08}
 Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,{'MISC': 0.0060880062102525, 'PER': 6.150230063064e-06, 'ORG': 5.4312671e-06, 'LOC': 1.59066410561e-06, 'Insurance': 1.041671239e-06, 'BankCharges': 9.06076267e-07, 'Unknown': 7.57287677e-07, 'Catering': 6.68650405e-07, 'SmallEquipment': 6.08752716e-07, 'SoftwareSubscription': 5.726890310000001e-07, 'Meals&Entertainment': 3.05634118e-07, 'OfficeExpense': 2.62430332e-07, 'FreightCharge': 2.51097746e-07, 'VehiclesGas': 1.7284460200000002e-07, 'VehicleRepairs': 1.552713716e-07, 'Travel&Transportation': 1.4107147499999998e-07, 'Postage': 1.3040241799999999e-07, 'Advertising': 8.4943981e-08, 'Telephone': 5.0403172499999995e-08, 'Clothing&Hair&Makeup': 2.22322936e-08}
 Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,{'MISC': 0.0006934736527633, 'ORG': 4.747041785000001e-05, 'PER': 3.35373465635e-05, 'LOC': 2.0396329351e-05, 'SoftwareSubscription': 4.4181236250000006e-06, 'Insurance': 4.063862276e-06, 'Catering': 2.23776721e-06, 'BankCharges': 2.07162203e-06, 'Meals&Entertainment': 1.8953251099999997e-06, 'Unknown': 7.8481049e-07, 'VehiclesGas': 7.77077754e-07, 'SmallEquipment': 6.18462007e-07, 'FreightCharge': 5.47352855e-07, 'OfficeExpense': 5.11242573e-07, 'Postage': 3.0766649860000003e-07, 'VehicleRepairs': 3.01651724e-07, 'Advertising': 2.1242300099999997e-07, 'Travel&Transportation': 2.09804241e-07, 'Clothing&Hair&Makeup': 8.107387029999999e-08, 'Telephone': 6.52086316e-08}
 Marty Nothstein ( U.S. ) beat Pavel Buran ( Czech Republic ) 2-0,{'MISC': 0.0007120925353999999, 'PER': 0.00045762592242, 'LOC': 0.000137491098011, 'Meals&Entertainment': 4.76272053e-05, 'SoftwareSubscription': 2.597556347e-05, 'ORG': 2.177004136e-05, 'Catering': 1.6107895700000003e-05, 'Unknown': 8.548421040000001e-06, 'VehiclesGas': 7.9282783e-06, 'BankCharges': 6.66545883e-06, 'FreightCharge': 6.30531647e-06, 'SmallEquipment': 3.58209633e-06, 'Travel&Transportation': 3.5682473100000003e-06, 'OfficeExpense': 3.42874896e-06, 'Insurance': 1.9317236690000003e-06, 'Advertising': 1.1772803099999999e-06, 'VehicleRepairs': 1.079973355e-06, 'Clothing&Hair&Makeup': 8.57519914e-07, 'Postage': 4.26701572e-07, 'Telephone': 3.00259488e-07}
 Women 's world 3,000 metres individual pursuit championship,{'MISC': 0.9803977850000001, 'LOC': 0.00930996022574, 'ORG': 0.00887269458, 'PER': 0.00055435061882, 'Catering': 2.87794244e-05, 'Travel&Transportation': 2.4836620339999997e-05, 'Unknown': 1.7426950850000003e-05, 'FreightCharge': 1.666117974e-05, 'BankCharges': 1.44936712e-05, 'VehiclesGas': 1.3837424500000001e-05, 'SmallEquipment': 1.1415941199999999e-05, 'Meals&Entertainment': 1.111779754e-05, 'Insurance': 1.003263957e-05, 'SoftwareSubscription': 8.693181e-06, 'Advertising': 5.4707577000000005e-06, 'VehicleRepairs': 2.303010778e-06, 'Telephone': 1.91182086e-06, 'Postage': 1.683335676e-06, 'OfficeExpense': 1.3159981700000001e-06, 'Clothing&Hair&Makeup': 8.6131619e-07}
 quarter-finals :,{'PER': 0.43782968771999997, 'ORG': 0.3053344049, 'MISC': 0.16282164410000002, 'LOC': 0.009310545383, 'Catering': 0.004814788309999999, 'Meals&Entertainment': 0.0028091686274, 'BankCharges': 0.00221981002, 'VehiclesGas': 0.001181417035, 'VehicleRepairs': 0.000853511032, 'Insurance': 0.0008467290569999999, 'FreightCharge': 0.00050269864, 'OfficeExpense': 0.0005003979200000001, 'SoftwareSubscription': 0.0003696087166, 'Travel&Transportation': 0.0001806836186, 'SmallEquipment': 0.00014487510799999999, 'Clothing&Hair&Makeup': 0.00010484302780000001, 'Unknown': 9.8708845e-05, 'Advertising': 9.78130608e-05, 'Postage': 7.8928121e-05, 'Telephone': 7.78228163e-05}
 Marion Clignet ( France ) 3:30.974 ( World Record ) beat Jane,{'MISC': 0.00042262369779700004, 'Insurance': 4.302306573e-05, 'ORG': 3.7691612876e-05, 'PER': 2.7472769853999997e-05, 'BankCharges': 1.99529352e-05, 'Catering': 1.638199166e-05, 'LOC': 1.29486737961e-05, 'VehiclesGas': 4.67053484e-06, 'Meals&Entertainment': 3.50148613e-06, 'Unknown': 2.13318533e-06, 'VehicleRepairs': 1.80205819e-06, 'SoftwareSubscription': 1.6735159e-06, 'SmallEquipment': 1.368513588e-06, 'FreightCharge': 1.06214694e-06, 'OfficeExpense': 9.298e-07, 'Postage': 6.585575090000001e-07, 'Advertising': 5.08317671e-07, 'Clothing&Hair&Makeup': 4.9355522e-07, 'Travel&Transportation': 2.82980502e-07, 'Telephone': 2.112879065e-07}
 Quigley ( USA ) 3:42.852,{'MISC': 0.0030954889255607, 'PER': 0.00048854904787, 'LOC': 0.000151481729869, 'ORG': 7.586843795000001e-05, 'Insurance': 7.451345729600001e-05, 'Catering': 2.9302703300000003e-05, 'BankCharges': 1.4300421030000001e-05, 'Meals&Entertainment': 1.3518334210000002e-05, 'SoftwareSubscription': 1.310771351e-05, 'VehiclesGas': 7.221810660000001e-06, 'Unknown': 6.31413812e-06, 'VehicleRepairs': 4.36177732e-06, 'FreightCharge': 2.12802731e-06, 'SmallEquipment': 1.944201167e-06, 'OfficeExpense': 1.58875281e-06, 'Travel&Transportation': 1.2772616599999999e-06, 'Advertising': 1.207709692e-06, 'Postage': 1.1980046e-06, 'Clothing&Hair&Makeup': 9.985545523999998e-07, 'Telephone': 5.32203049e-07}
 Natalia Karimova ( Russia ) 3:40.036 beat Yvonne McGregor,{'MISC': 0.00096755193979, 'ORG': 1.230036973e-05, 'PER': 9.339449496e-06, 'Insurance': 4.26738969e-06, 'LOC': 3.9326314417e-06, 'BankCharges': 2.5703294100000004e-06, 'VehiclesGas': 2.2306813100000003e-06, 'Catering': 2.1929675000000003e-06, 'Unknown': 1.3863344699999999e-06, 'Meals&Entertainment': 1.206749147e-06, 'SoftwareSubscription': 9.293349819999999e-07, 'SmallEquipment': 7.38953093e-07, 'FreightCharge': 6.64252374e-07, 'VehicleRepairs': 2.4070528450000004e-07, 'Advertising': 2.2932851700000002e-07, 'OfficeExpense': 2.0153873300000003e-07, 'Travel&Transportation': 1.58208101e-07, 'Postage': 9.56095946e-08, 'Clothing&Hair&Makeup': 7.860103150000001e-08, 'Telephone': 5.8621928800000004e-08}
 ( Britain ) 3:43.078,{'ORG': 0.9955908116, 'MISC': 0.002057980846, 'LOC': 0.0013443956239999999, 'PER': 0.00091336342, 'Catering': 2.76938732e-05, 'Meals&Entertainment': 1.4343030600000001e-05, 'SoftwareSubscription': 1.0346989770000001e-05, 'FreightCharge': 6.74409678e-06, 'Travel&Transportation': 5.6107948400000005e-06, 'OfficeExpense': 4.450728700000001e-06, 'SmallEquipment': 4.2519948699999995e-06, 'VehiclesGas': 3.37262863e-06, 'Insurance': 3.1155295e-06, 'VehicleRepairs': 2.43671582e-06, 'Advertising': 2.306634688e-06, 'Postage': 1.65609953e-06, 'Unknown': 1.4876184000000002e-06, 'Telephone': 1.2492892039999999e-06, 'Clothing&Hair&Makeup': 9.4275869e-07, 'BankCharges': 9.0579497e-07}
 Lucy Tyler-Sharman ( Australia ) 3:35.087 beat Svetlana,{'MISC': 0.0005239728002, 'ORG': 1.1396804900000001e-05, 'SoftwareSubscription': 1.1333926195e-05, 'PER': 9.189210820000002e-06, 'Meals&Entertainment': 7.737175737e-06, 'BankCharges': 6.000654150000001e-06, 'Unknown': 5.59429173e-06, 'Insurance': 4.13541209e-06, 'Catering': 3.5723541099999996e-06, 'VehiclesGas': 1.5084084599999998e-06, 'OfficeExpense': 1.2723399799999998e-06, 'SmallEquipment': 1.265082716e-06, 'LOC': 8.548935814000001e-07, 'Advertising': 8.026475800000001e-07, 'FreightCharge': 6.97336675e-07, 'Clothing&Hair&Makeup': 2.906350345e-07, 'Travel&Transportation': 2.75568247e-07, 'VehicleRepairs': 2.71318718e-07, 'Postage': 2.25279966e-07, 'Telephone': 1.75967398e-07}
 Samokhvalova ( Russia ) 3:45.011,{'MISC': 0.00176458237875, 'ORG': 3.1563368249999995e-05, 'PER': 4.8806718068e-06, 'BankCharges': 3.18443255e-06, 'Insurance': 2.8064291940000006e-06, 'Unknown': 2.5571235999999997e-06, 'LOC': 2.54113142074e-06, 'SoftwareSubscription': 1.6436696124999999e-06, 'Catering': 8.25106643e-07, 'Meals&Entertainment': 8.23698413e-07, 'SmallEquipment': 6.73497124e-07, 'OfficeExpense': 4.5703789299999995e-07, 'VehiclesGas': 3.2553872299999996e-07, 'Advertising': 2.79895835e-07, 'FreightCharge': 2.47303344e-07, 'Postage': 1.36486395e-07, 'VehicleRepairs': 1.315967063e-07, 'Travel&Transportation': 1.2138075800000002e-07, 'Telephone': 7.7638289e-08, 'Clothing&Hair&Makeup': 4.97048531e-08}
